コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
8524,2024/03,13244574000000,447520000000,368821000000,176889000000,-,-,1150.51,3.3
8527,2022/03,4320749000000,239512000000,182295000000,151391000000,-,-,21811.6,5.4
8530,2023/03,2150136000000,89312000000,79537000000,23627000000,-,-,6746.13,4.2
8537,2024/03,1625132000000,78165000000,74798000000,56902000000,-,-,8140.43,4.8
8540,2023/03,556476000000,30489000000,26392000000,19807000000,-,-,11331.42,5.5
8541,2024/03,2887961000000,137420000000,127578000000,91011000000,-,-,3519.51,4.7
8542,2024/03,1342501000000,56828000000,54773000000,18312000000,-,-,4933.34,4.2
8544,2024/03,6547247000000,328936000000,278406000000,194994000000,-,-,2615.25,4.9
8550,2024/03,3314542000000,151761000000,174561000000,119431000000,-,-,1450.17,4.5
8551,2024/03,1522676000000,86040000000,68890000000,56969000000,-,-,10187.41,5.6
8554,2024/03,827483000000,41494000000,37390000000,18742000000,-,-,5247.91,5
8558,2024/03,2405654000000,118605000000,128526000000,72512000000,-,-,3183.93,4.9
8559,2024/03,620810000000,37167000000,35783000000,9441000000,-,-,6304.72,6
8560,2024/03,807343000000,46843000000,37392000000,21392000000,-,-,8565.36,5.6
8562,2024/03,828952000000,25086000000,30915000000,10450000000,-,-,891.66,3
8563,2024/03,876894000000,38515000000,40706000000,24683000000,-,-,2967.09,4.3
8566,2024/03,1247276000000,221936000000,217978000000,201540000000,-,621300000000,7199.94,17.8
8570,2024/02,6945571000000,574316000000,450508000000,286022000000,249422000000,451111000000,2123.47,6.6
8572,2024/03,1417403000000,674175000000,603543000000,469849000000,19242000000,325553000000,400.87,44.3
8584,2024/03,3777595000000,238440000000,210019000000,164068000000,338064000000,812574000000,6637.15,6.1
8585,2024/03,3147643000000,245683000000,223353000000,72843000000,509609000000,856164000000,1388.79,7.6
8591,2024/03,16322100000000,4021965000000,3941466000000,-,-,-,3414.85,24.1
8593,2024/03,11149858000000,1705345000000,1333722000000,775152000000,471060000000,3435702000000,1174.87,15.1
8594,2023/12,151446899000,10749991000,10410703000,6188880000,2570000000,67826368000,1442.88,7.1
8595,2024/03,165540000000,137639000000,116611000000,54424000000,-,-,2526.24,83.1
8596,2024/03,193398000000,40142000000,39051000000,36583000000,44998000000,78064000000,1763.6,20.6
8600,2024/03,4810452000000,277466000000,268160000000,207305000000,-,-,1426.53,5.7
8601,2024/03,32027299000000,1788658000000,1318227000000,961438000000,1272859000000,2020812000000,1086.26,4.8
8604,2024/03,55147203000000,3448513000000,3350189000000,-,-,-,1127.72,6.1
8609,2024/03,1207779000000,214156000000,171072000000,127612000000,157191000000,6728000000,978.65,16.5
8613,2024/03,84075000000,52524000000,40737000000,31069000000,2700000000,-,794,62.3
8614,2024/03,80750000000,39404000000,32410000000,11187000000,3650000000,4500000000,493.62,48.7
8616,2024/03,1400360000000,192935000000,172302000000,116270000000,201043000000,127000000000,718.2,12.8
8617,2024/03,24610000000,16937000000,15618000000,377000000,-,-,1792.14,68.8
8622,2024/03,74033000000,42827000000,35509000000,18413000000,2750000000,-,662.63,57.8
8624,2024/03,46647000000,29008000000,29826000000,13941000000,230000000,86000000,856.61,62.1
8628,2024/03,1172667000000,76326000000,75663000000,55403000000,238900000000,50000000,295.59,6.5
8630,2024/03,14832778000000,2868258000000,1419799000000,1291783000000,-,-,2887.7,19.2
8697,2024/03,80682627000000,338566000000,328359000000,281336000000,32500000000,19980000000,631.08,0.4
8698,2024/03,761642000000,133123000000,131712000000,62131000000,-,-,511.38,17.3
8699,2024/03,98774000000,72416000000,76503000000,73597000000,-,1035000000,2388.08,72.8
8700,2024/03,11326000000,7832162000,7761730000,3787406000,-,-,1962.41,69.1
8704,2024/03,118193000000,14121000000,13991000000,12386000000,1127000000,112000000,504.31,11.9
8705,2024/03,112816633000,14340997000,10832578000,7178439000,650000000,-,252.23,12.7
8706,2024/03,83534000000,53675000000,49438000000,40276000000,9580000000,500000000,1682.15,64.2
8707,2024/03,208114000000,66344000000,56433000000,43242000000,3500000000,-,2824.49,31.9
8708,2024/03,124119000000,58657000000,45513000000,35484000000,6045000000,6347000000,1498.4,44.8
8713,2024/03,3060664000000,85824000000,93769000000,57665000000,-,-,4734.84,2.7
8714,2024/03,6442107000000,244825000000,222791000000,103014000000,-,-,863.54,3.8
8715,2024/03,66357000000,30152000000,31144000000,15850000000,-,-,375.2,45.1
8725,2024/03,26960207000000,4513562000000,2043464000000,1634444000000,-,-,2817.01,16.6
8729,2023/03,20019761000000,644955000000,673094000000,461805000000,-,-,1473.45,3.2
8732,2024/03,66276000000,13808000000,13787000000,10486000000,-,-,433.12,20.8
8737,2024/03,92130760000,16749604000,16035870000,8618799000,25620650000,6495576000,528.99,17.5
8739,2024/03,46112000000,31419000000,27815000000,20960000000,2000000000,7000000000,794.28,68.2
8742,2024/03,18470058000,9522156000,8935776000,5612400000,100000000,-,764.83,51.6
8746,2024/03,5826166000,5569522000,5280981000,-2493000,-,-,185.22,95.6
8747,2024/03,99476798000,12471032000,11626340000,10579560000,700000000,-,2264.01,12.5
8750,2024/03,67540309000000,3882157000000,1872093000000,1214608000000,-,-,4107.03,5.7
8755,2023/03,8974306000000,1415031000000,565655000000,452731000000,-,-,1422.16,15.6
8761,2023/03,3835618000000,752825000000,380766000000,201087000000,-,-,1025.3,19.6
8766,2024/03,30594869000000,5183341000000,2514622000000,2378790000000,-,-,2623.94,16.9
8769,2024/03,6545244000,3980520000,3929390000,3840075000,170000000,121229000,235.44,60
8771,2024/03,30109022000,24126887000,22179669000,15024936000,-,-,465.1,73.7
8772,2024/03,109546811000,46327184000,46327184000,44020586000,-,43384069000,1404.88,42.3
8783,2024/03,4512622000,184919000,51753000,-3302865000,1658690000,879908000,9.14,1.6
8789,2023/09,19123953000,9393319000,8141924000,1794907000,77954000,1290817000,41.19,43.4
8793,2024/03,1117363000000,136790000000,109620000000,101192000000,40366000000,392982000000,5374.71,10.4
8795,2024/03,17207110000000,1409926000000,714342000000,533841000000,-,-,2648.22,8.2
8798,2023/09,10512507000,4643691000,4587701000,1349529000,900000000,205760000,211.89,44.2
8801,2024/03,9489527000000,3234656000000,2303994000000,1658821000000,540185000000,2505677000000,1109.89,32.8
8802,2024/03,7583748000000,2624593000000,1463054000000,1265749000000,231378000000,1931400000000,1896.25,31.7
8803,2024/03,405979000000,125645000000,92235000000,61012000000,800000000,173703000000,3510.62,30.9
8804,2023/12,1905309000000,508035000000,377821000000,219528000000,56754000000,715223000000,2378.61,26.1
8806,2023/03,446544000000,179980000000,154207000000,128129000000,-,59923000000,35565400000,39.8
8818,2024/03,166616097000,74874569000,73104684000,54459351000,4676616000,20853372000,1528.74,44.9
8830,2024/03,6678390000000,2050582000000,1769030000000,1546549000000,24665000000,2887237000000,4326.69,30.7
8835,2024/03,44852000000,16214000000,14206000000,6546000000,9724000000,3838000000,2028.47,35.2
8836,2024/03,2300000000,2049000000,2049000000,-123000000,-,43000000,21.34,89.1
8841,2024/03,118546000000,102816000000,95181000000,74234000000,718000000,133000000,1091.91,86.2
8842,2024/01,41691000000,32687000000,29215107000,23492688000,-,1875000000,5445.35,78.4
8844,2024/03,173333000000,45602000000,44562000000,33769000000,27600000000,47226000000,1317.35,25.8
8848,2024/03,205000000000,71679000000,58729000000,32867000000,-,29225000000,201.15,31.2
8850,2024/03,324109000000,165318000000,154247000000,144836000000,8379000000,50797000000,3264.59,50
8854,2023/12,9663000000,4498000000,4405804000,2325998000,1137100000,2288474000,2807.88,46.5
8860,2024/03,168212855000,51004956000,50798680000,40770337000,23029121000,70844717000,1413.94,30.3
8864,2024/03,110461725000,60765822000,54287102000,42025075000,3313450000,22730159000,1157.85,52.6
8869,2024/03,124151000000,31973000000,31984000000,23051000000,10730000000,38294000000,1363.59,25.8
8871,2024/03,203808000000,131413000000,131421000000,111094000000,-,16700000000,3954.04,64.5
8876,2024/03,290165000000,40350000000,38624000000,25314000000,37282000000,45045000000,252.71,13.3
8877,2024/03,168954164000,66873055000,66625942000,61836559000,3660000000,62889471000,4334.08,39.6
8881,2024/03,121999714000,67415534000,66619639000,56184965000,11794437000,22918988000,1437.46,55.1
8886,2024/05,23823960000,5032767000,4461779000,3939892000,4719920000,6542912000,3061.66,18.7
8887,2024/05,15156998000,11252854000,11228766000,7417820000,-,1042040000,1062.61,74.2
8889,2023/09,34944000000,4567000000,4621000000,-2365000000,983000000,13338000000,241.42,12.4
8890,2024/03,130513000000,62452000000,62059000000,47873000000,990000000,52353000000,2173.67,47.8
8891,2024/03,33147969000,10394833000,10271440000,8960036000,9287900000,4590891000,3582.08,31.1
8892,2024/03,399696000000,70702000000,72301000000,44703000000,51537000000,199557000000,759.55,18.1
8893,2023/03,26313031000,9096355000,8971887000,8080907000,2194000000,8455973000,457.09,34.6
8894,2023/10,1952341000,1291716000,1284325000,-325057000,334860000,-,1.99,66
8897,2024/03,337447000000,71669000000,65643000000,61514000000,25621000000,130673000000,596.89,19.5
8898,2024/03,7641247000,6356841000,6061390000,6265084000,-,-,619.45,83.2
8903,2023/03,30326409000,5686228000,5676834000,2820733000,1093614000,12690726000,1222.57,18.7
8904,2024/08,67375000000,27750000000,27661369000,21464588000,19279056000,12211530000,1935.46,41.2
8905,2024/02,1655253000000,476226000000,409377000000,326301000000,-,181129000000,2040.34,28
8908,2024/05,28821104000,12260335000,12024846000,11038610000,736500000,8060195000,682.8,41.8
8912,2024/06,4346000000,1623000000,1435639000,530217000,85268000,287363000,97.64,37.3
8914,2023/12,49676189000,25021170000,25009394000,12956012000,241560000,12308784000,986.36,50.4
8917,2023/10,52674014000,39037169000,37715121000,37362769000,5263611000,1930059000,2718.08,71.7
8918,2024/02,9847025000,7574055000,7564305000,5090791000,144600000,146070000,5.2,76.8
8919,2024/03,77366000000,40341000000,40289000000,33139000000,-,26500000000,516.73,52.1
8920,2024/03,74219174000,40318341000,35156969000,31288501000,130000000,12877696000,918.27,47.4
8923,2023/11,245329690000,82319282000,82046685000,68139668000,-,-,1695.98,33.4
8925,2023/07,19158849000,8747043000,8747043000,7033803000,500000000,5239336000,275.53,45.7
8927,2024/07,28104501000,7990376000,7981471000,5732726000,2013000000,9148852000,270.74,28.4
8928,2024/06,136303000000,40468000000,40379202000,39584419000,11854000000,36678449000,3785.32,29.6
8929,2023/12,23491000000,9584000000,9204000000,6756000000,200000000,5781000000,390.36,40.4
8931,2024/02,101228609000,30658726000,30641581000,27790332000,7754500000,34633089000,2762.11,30.3
8934,2024/03,188661000000,94416000000,89889000000,71725000000,62000000,57272000000,1864.34,48
8935,2024/03,95281000000,68031000000,67875000000,63227000000,-,7100000000,2079.54,71.4
8938,2024/03,8362000000,7768000000,7616000000,1555000000,-,0,840.85,91
8940,2024/05,40710816000,11872649000,11794574000,7627047000,11338236000,11544843000,1479.04,29.1
8944,2023/09,53877160000,18718707000,18759952000,11119887000,600000000,22210153000,943.19,34.7
8945,2024/06,10894000000,7908000000,7728692000,7167906000,-,-,846.12,70.9
8946,2023/12,3615656000,2162168000,2097873000,-381080000,139400000,238495000,91.13,59.8
8995,2024/03,6022978000,3962953000,3781752000,2885359000,-,1211608000,1969.89,65.8
8996,2023/12,16548347000,3204010000,3170415000,2699879000,4047970000,5685922000,794.42,19.4
8999,2024/03,74468754000,25053694000,24915465000,21428435000,17039600000,13422390000,883.02,33.6
9001,2024/03,1704063000000,541713000000,441843000000,298039000000,40282000000,484091000000,2591.47,31.4
9003,2024/03,715383000000,164732000000,153933000000,88509000000,57942000000,154932000000,1680.58,23
9005,2024/03,2652073000000,829581000000,725257000000,525984000000,378062000000,477464000000,1317.32,29.8
9006,2024/03,1086902000000,357684000000,332423000000,245334000000,133256000000,229117000000,1289.94,32.7
9007,2024/03,1301567000000,460109000000,421262000000,321439000000,219611000000,200362000000,1283.46,35.3
9008,2024/03,1079388000000,393930000000,365896000000,284367000000,99741000000,165511000000,3219.95,36.4
9009,2024/03,1064202000000,469157000000,445345000000,419309000000,69194000000,140237000000,2778.52,42.4
9010,2024/03,100537801000,32351617000,28864431000,17589964000,9628428000,37520647000,590.17,31.2
9012,2024/03,16453153000,4929428000,-2139748000,-2876900000,805000000,3380443000,3310.87,29.9
9014,2022/03,68109936000,43562106000,38998081000,28373853000,4684100000,6265500000,3968.4,64
9017,2024/03,56669281000,18090733000,9896806000,2768441000,4785150000,12126574000,4709.25,31.9
9020,2024/03,9771479000000,2739232000000,2580817000000,2289194000000,179147000000,1263150000000,2402.34,27.8
9021,2024/03,3777923000000,1224961000000,1101282000000,692468000000,19298000000,519855000000,2268.88,29.3
9022,2024/03,9941896000000,4223683000000,4062942000000,3999973000000,32094000000,507040000000,4237.48,41.9
9024,2024/03,1635019000000,432133000000,351730000000,258479000000,136202000000,560271000000,1417.3,26.1
9025,2024/03,277056000000,136081000000,127393000000,130161000000,4005000000,4120000000,2512.7,48.1
9027,2024/03,35041000000,19814000000,19105000000,17919000000,3515000000,2164000000,3582.63,55.8
9028,2024/06,70733000000,37873000000,37209000000,30106000000,5100000000,-,2236.19,52.6
9029,2024/03,25535312000,12311887000,11949403000,10850916000,2030000000,2663817000,934.53,48.2
9031,2024/03,727002000000,235839000000,201659000000,164941000000,47161000000,114677000000,2910.73,31.5
9033,2024/03,98398000000,41605000000,15476000000,11180000000,12576000000,13103000000,1338.39,41.3
9034,2024/03,35177299000,21663488000,21418621000,20397724000,1649360000,6908744000,2175.37,61.6
9035,2024/03,181695000000,42721000000,46922000000,44478000000,36349000000,76383000000,1253.49,23.5
9036,2024/03,24500706000,20265767000,19486520000,18361003000,10000000,268349000,3534.27,82.4
9037,2024/03,154892000000,95631000000,83317000000,71091000000,17283000000,6228000000,4474.89,54.2
9039,2024/03,120811000000,89312000000,89354000000,83487000000,1700000000,1358000000,2196.57,73.9
9040,2024/03,9742370000,6370189000,6263918000,4036828000,-,1889687000,8535.79,65.4
9041,2024/03,2454316000000,583097000000,380525000000,200437000000,230442000000,634396000000,2730.41,21.2
9042,2024/03,3052930000000,1069871000000,929754000000,734869000000,189854000000,705773000000,4072.57,32
9044,2024/03,950650000000,307102000000,235205000000,134531000000,80524000000,220455000000,2583.92,30.8
9045,2024/03,820224000000,304820000000,248180000000,189411000000,77694000000,170631000000,2783.71,36.4
9046,2024/03,90451000000,22942000000,20313000000,8697000000,17803000000,37079000000,2855.37,25.4
9048,2024/03,1303205000000,463532000000,320297000000,178946000000,43574000000,179631000000,2227.87,33.6
9049,2024/03,23002000000,11779000000,10517000000,9226000000,3217000000,3337000000,5393.29,46.6
9051,2024/03,18029245000,5760651000,5393286000,3479097000,1536140000,4259385000,1103.23,30.5
9052,2024/03,114533000000,54377000000,49202000000,32255000000,5652000000,27536000000,2447.49,47.5
9055,2024/03,102521000000,65506000000,57145000000,52754000000,1938000000,5100000000,1710.37,59.2
9057,2024/03,39304000000,21536000000,21368000000,19040000000,2088000000,9006000000,2883.69,54.8
9058,2024/03,74097000000,50241000000,48388000000,50889000000,-,-,5380.93,67.1
9059,2024/03,46729000000,24025000000,23445000000,20440000000,3634000000,4012000000,1121.27,51.4
9060,2024/03,47868345000,14908650000,13139702000,6896119000,5603560000,8013827000,10977.27,31.1
9063,2024/03,46425698000,22519127000,21729759000,17834353000,5114582000,8486308000,11094.71,48.4
9064,2024/03,1135895000000,591980000000,569333000000,448109000000,10181000000,20818000000,1708,51.6
9065,2024/03,505045000000,285433000000,253000000000,235797000000,13600000000,33996000000,5083.32,55.8
9066,2024/03,174346000000,102220000000,78082000000,70114000000,9909000000,12387000000,5111.04,55.4
9067,2024/03,36886000000,25004000000,20495000000,13891000000,1000000000,370000000,856.21,67.1
9068,2024/03,191357000000,127941000000,113361000000,94880000000,15693000000,12982000000,6283.18,65.8
9069,2024/03,685120000000,204186000000,164659000000,112317000000,53448000000,161716000000,1197.12,26.2
9070,2024/03,169244000000,92901000000,77141000000,53300000000,8300000000,6396000000,10167.37,54.5
9072,2024/03,388446000000,246445000000,221322000000,198226000000,2025000000,27034000000,3899.84,63.3
9073,2024/03,8072907000,4348673000,3433431000,3381484000,872320000,25090000,1459.41,53.6
9074,2024/03,41089000000,25006000000,22366000000,20452000000,301000000,-,7560.66,60.9
9075,2024/03,503391000000,296415000000,220843000000,188474000000,13400000000,37035000000,7279.14,58.5
9076,2024/03,689525000000,435577000000,403420000000,321348000000,3748000000,6927000000,2560.24,62.4
